,etablissement,filiere_agregee,zone,statut_simplifie,region
9788,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
9789,Lycée Institut Lemonnier,BTS,Province,Privé,Normandie
9790,Université de Caen Normandie,Licence,Province,Public,Normandie
9791,Lycée Image et Son,BTS,Province,Public,Nouvelle-Aquitaine
9792,Lycée Jean Cassaigne,BTS,Province,Privé,Nouvelle-Aquitaine
9793,Lycée agricole de VENDOME (41),BTS,Province,Public,Centre-Val de Loire
9794,"Universite Jean Monnet, Saint-Etienne",Licence,Province,Public,Auvergne-Rhône-Alpes
9795,Lycée général Clemenceau,CPGE,Province,Public,Pays de la Loire
9796,Lycée polyvalent Nelson Mandela,CPGE,Province,Public,Pays de la Loire
9797,Lycée général et technologique Jean Perrin,BTS,Province,Public,Pays de la Loire
9798,I.U.T. Saint-Nazaire,DUT,Province,Public,Pays de la Loire
9799,Lycée général et technologique Carcouët,CPGE,Province,Public,Pays de la Loire
9800,Lycée professionnel Gaudier-Brzeska,BTS,Province,Public,Centre-Val de Loire
9801,Lycée Champollion,BTS,Province,Public,Occitanie
9802,Lycée polyvalent Sadi Carnot - Jean Bertin,BTS,Province,Public,Pays de la Loire
9803,INSTITUT NATIONAL DES SCIENCES ET TECHNIQUES DE LA MER,Autre formation,Province,Public,Normandie
9804,Université de Reims Champagne-Ardenne,Licence,Province,Public,Grand Est
9805,Lycée Francois Arago,BTS,Province,Public,Grand Est
9806,Lycée Raspail,CPGE,Ile-de-France,Public,Ile-de-France
9807,Lycée Diderot,BTS,Ile-de-France,Public,Ile-de-France
9808,Université Paris 1 Panthéon Sorbonne,Licence,Ile-de-France,Public,Ile-de-France
9809,Lycée professionnel Saint Joseph,BTS,Province,Privé,Centre-Val de Loire
9810,Université Polytechnique Hauts-de-France,Licence,Province,Public,Hauts-de-France
9811,Université de Lille,Licence,Province,Public,Hauts-de-France
9812,Lycée professionnel Vauban,BTS,Province,Public,Provence Alpes Côte d'Azur
9813,Lycée Jean Baptiste Le Taillandier,BTS,Province,Privé,Bretagne
9814,Institut National des Formations Notariales de Nîmes,BTS,Province,Privé,Occitanie
9815,Université Paris 2 Panthéon - Assas,Autre formation,Ile-de-France,Public,Ile-de-France
9816,Lycée Louis De Foix,BTS,Province,Public,Nouvelle-Aquitaine
9817,Institut Catholique de Lille - ESPOL European School of Political and Social Sciences,Licence,Province,Privé,Hauts-de-France
9818,Université de Cergy-Pontoise - CY SUP,Autre formation,Ile-de-France,Public,Ile-de-France
9819,Lycée Antoine Bourdelle,BTS,Province,Public,Occitanie
9820,Lycée LA SALLE,BTS,Province,Privé,Grand Est
9821,Lycée professionnel des métiers du bâtiment et de la topographie,BTS,Province,Public,Occitanie
9822,Université Jean Moulin Lyon 3,Licence,Province,Public,Auvergne-Rhône-Alpes
9823,Université Lumière-Lyon 2,Licence,Province,Public,Auvergne-Rhône-Alpes
9824,IMEA Montbéliard,Autre formation,Province,Privé,Bourgogne-Franche-Comté
9825,Lycée Louis Armand,BTS,Ile-de-France,Public,Ile-de-France
9826,Lycée Francois Truffaut,BTS,Province,Public,Hauts-de-France
9827,Lycée professionnel Isnelle Amelin,BTS,Outre-mer / Etranger,Public,La Réunion
9828,Université de Rennes 1,Licence,Province,Public,Bretagne
9829,Lycée de Borda,BTS,Province,Public,Nouvelle-Aquitaine
9830,Lycée Louis De Foix,BTS,Province,Public,Nouvelle-Aquitaine
9831,Université de Caen Normandie,Autre formation,Province,Public,Normandie
9832,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
9833,Université de Caen Normandie,Licence,Province,Public,Normandie
9834,Université des Antilles - Pôle Guadeloupe (Saint-Claude),Licence,Outre-mer / Etranger,Public,Guadeloupe
9835,Lycée Vauban,BTS,Province,Public,Bretagne
9836,Université du Mans,Autre formation,Province,Public,Pays de la Loire
9837,Lycée Simone Veil,Autre formation,Province,Public,Provence Alpes Côte d'Azur
9838,Lycée Catherine et Raymond JANOT,BTS,Province,Public,Bourgogne-Franche-Comté
9839,Lycée Saint Pierre,BTS,Province,Privé,Hauts-de-France
9840,IUT de Bordeaux - Antenne de Polynésie Française,DUT,Outre-mer / Etranger,Public,Polynésie française
9842,LYCEE POLYVALENT DE MAMOUDZOU NORD,BTS,Outre-mer / Etranger,Public,Mayotte
9843,Lycée professionnel Clement Ader,BTS,Province,Public,Occitanie
9844,Facultés libres de l'ouest - UCO - Bretagne Nord,Licence,Province,Privé,Bretagne
9845,Lycée de l'Union,BTS,Outre-mer / Etranger,Privé,Martinique
9846,Lycée du Coudon,BTS,Province,Public,Provence Alpes Côte d'Azur
9847,Lycée Marcel Pagnol,BTS,Ile-de-France,Public,Ile-de-France
9848,Lycée professionnel Jean Caillaud,Autre formation,Province,Public,Nouvelle-Aquitaine
9849,Université Toulouse 2 Jean Jaurès,Licence,Province,Public,Occitanie
9850,Université de Mulhouse,Licence,Province,Public,Grand Est
9851,Lycée Edouard Branly,Autre formation,Province,Public,Auvergne-Rhône-Alpes
9852,CNED,BTS,Province,Public,Auvergne-Rhône-Alpes
9853,CNED,BTS,Province,Public,Nouvelle-Aquitaine
9854,Université Paris Nanterre,Licence,Ile-de-France,Public,Ile-de-France
9855,Lycée Edouard Branly,BTS,Province,Public,Auvergne-Rhône-Alpes
9856,Université de Lille,Licence,Province,Public,Hauts-de-France
9857,Lycée Jean Zay,BTS,Province,Public,Grand Est
9858,Université de Corte,Licence,Province,Public,Corse
9859,Lycée professionnel Reaumur,Autre formation,Province,Public,Nouvelle-Aquitaine
9860,Lycée Saint Luc Cambrai,BTS,Province,Privé,Hauts-de-France
9861,SECTION ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE CLEMENT DE PEMILLE,Autre formation,Province,Public,Occitanie
9862,ESCEM Tours,Ecole de Commerce,Province,Privé,Centre-Val de Loire
9863,Lycée Les Eucalyptus,CPGE,Province,Public,Provence Alpes Côte d'Azur
9864,Lycée Emile Zola,BTS,Province,Public,Provence Alpes Côte d'Azur
9865,Lycée Paul Langevin,BTS,Province,Public,Provence Alpes Côte d'Azur
9866,Lycée Jeanne Perrimond,BTS,Province,Privé,Provence Alpes Côte d'Azur
9867,I.U.T d'Aix-Marseille - Site d'Arles,DUT,Province,Public,Provence Alpes Côte d'Azur
9868,IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Lisieux,DUT,Province,Public,Normandie
9869,Lycée Sainte Marthe Chavagnes,BTS,Province,Privé,Nouvelle-Aquitaine
9870,Lycée Sainte Marthe Chavagnes,BTS,Province,Privé,Nouvelle-Aquitaine
9871,LYCEE POLYVALENT D'ARTOIS,BTS,Province,Public,Hauts-de-France
9872,Université de Bourgogne - site de Dijon,Licence,Province,Public,Bourgogne-Franche-Comté
9873,Université des Antilles - Pôle Martinique,Licence,Outre-mer / Etranger,Public,Martinique
9874,Lycée professionnel des métiers du bâtiment - Urbain Vitry,BTS,Province,Public,Occitanie
9875,Université Toulouse 3 Paul Sabatier,Autre formation,Province,Public,Occitanie
9876,LPO LYCEE DES METIERS ALGOUD - LAFFEMAS,BTS,Province,Public,Auvergne-Rhône-Alpes
9877,Université de Guyane,Licence,Outre-mer / Etranger,Public,Guyane
9878,Université du Mans,Licence,Province,Public,Pays de la Loire
9879,Lycée professionnel Raoul Mortier,BTS,Province,Public,Nouvelle-Aquitaine
9880,Université de Paris,Licence,Ile-de-France,Public,Ile-de-France
9881,IFSI C.A.S.H. de Nanterre,IFSI,Ile-de-France,Public,Ile-de-France
9882,IFSI CH Auch,IFSI,Province,Public,Occitanie
9883,IFSI CH Chateauroux Le Blanc,IFSI,Province,Public,Centre-Val de Loire
9884,UniLaSalle Rennes,Ecole d'Ingénieur,Province,Privé,Bretagne
9885,"Centre de Ressources, d'Expertise et de Performance Sportive du Centre (CREPS)",Autre formation,Province,Public,Centre-Val de Loire
9886,Université d'Orléans,Licence,Province,Public,Centre-Val de Loire
9887,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
9888,Lycée des Métiers - Léonard de Vinci,Autre formation,Province,Public,Auvergne-Rhône-Alpes
9889,Ecole Supérieure de Commerce et Développement 3A - ESCD 3A,Ecole de Commerce,Province,Privé,Auvergne-Rhône-Alpes
9890,ICAM Nantes,Ecole d'Ingénieur,Province,Privé,Pays de la Loire
9891,E.S.AA.T.,Autre formation,Province,Public,Hauts-de-France
9892,I.R.T.S. NOUVELLE - AQUITAINE,EFTS,Province,Privé,Nouvelle-Aquitaine
9893,INST FORM ET RECH. TRAV.SOCIAL I.R.T.S DE LA REUNION,EFTS,Outre-mer / Etranger,Privé,La Réunion
9894,POLARIS Formation Isle,EFTS,Province,Privé,Nouvelle-Aquitaine
9895,EESTS - ECOLE EUROPEENNE SUPERIEURE EN TRAVAIL SOCIAL DE ST OMER,EFTS,Province,Privé,Hauts-de-France
9896,Lycée Jean Aicard,BTS,Province,Public,Provence Alpes Côte d'Azur
9897,Lycée de la Montagne,Autre formation,Province,Public,Provence Alpes Côte d'Azur
9898,CESI Ecole d'ingénieurs - Brest,Ecole d'Ingénieur,Province,Privé,Bretagne
9899,Institut Social de Lille - Antenne de Maubeuge,EFTS,Province,Privé,Hauts-de-France
9900,Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes,EFTS,Province,Privé,Auvergne-Rhône-Alpes
9901,Lycée agricole DE NERMONT,BTS,Province,Privé,Centre-Val de Loire
9902,Lycée Mariette,BTS,Province,Public,Hauts-de-France
9904,Lycée du Diadème - Te tara o mai'ao,BTS,Outre-mer / Etranger,Public,Polynésie française
9905,INST FORM REGIONAL EN SANTE,Autre formation,Province,Privé,Normandie
9906,Université de Rouen Normandie - Campus Mont-Saint-Aignan,Licence,Province,Public,Normandie
9907,ESIReims,Licence,Province,Public,Grand Est
9908,Université Lumière-Lyon 2,Licence,Province,Public,Auvergne-Rhône-Alpes
9909,Université de Rennes 2,Licence,Province,Public,Bretagne
9910,Université Clermont Auvergne,PASS,Province,Public,Auvergne-Rhône-Alpes
9911,Université de Bordeaux - Bordeaux Métropole,Licence_Las,Province,Public,Nouvelle-Aquitaine
9912,"Centre de Ressources, d'Expertise et de Performance Sportive PACA - site d'Antibes (CREPS)",Autre formation,Province,Public,Provence Alpes Côte d'Azur
9913,Université de Caen Normandie,Licence_Las,Province,Public,Normandie
9914,Université de Versailles - Saint Quentin en Yvelines,Licence_Las,Ile-de-France,Public,Ile-de-France
9915,Université de Limoges,PASS,Province,Public,Nouvelle-Aquitaine
9916,Université de Franche-Comté - Site de Besançon,Licence_Las,Province,Public,Bourgogne-Franche-Comté
9917,Université des Antilles - Pôle Guadeloupe,PASS,Outre-mer / Etranger,Public,Guadeloupe
9918,Université Côte d'Azur,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
9919,Université Clermont Auvergne,Licence_Las,Province,Public,Auvergne-Rhône-Alpes
9920,UFR STAPS - Université de Rennes 2 - Site de Saint-Brieuc,Licence_Las,Province,Public,Bretagne
9921,Cursus Humanités et technologie UTC Université de Technologie de Compiègne,Ecole d'Ingénieur,Province,Public,Hauts-de-France
9922,Université de Brest,PASS,Province,Public,Bretagne
9923,Unité de formation et de recherche de sciences pharmaceutiques et biologiques Université de Montpellier,Autre formation,Province,Public,Occitanie
9924,Université de Bourgogne - site de Nevers,PASS,Province,Public,Bourgogne-Franche-Comté
9925,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Licence_Las,Ile-de-France,Public,Ile-de-France
9926,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Licence_Las,Ile-de-France,Public,Ile-de-France
9927,Université de Rouen Normandie - Campus Martainville Rouen - UFR Santé,PASS,Province,Public,Normandie
9928,Université de Guyane,PASS,Outre-mer / Etranger,Public,Guyane
9929,Université de Rouen Normandie - Campus PASS Le Havre,PASS,Province,Public,Normandie
9930,Université Polytechnique Hauts-de-France - Site de Cambrai,Licence_Las,Province,Public,Hauts-de-France
9931,Facultés libres de l'ouest UCO - Angers,Licence_Las,Province,Privé,Pays de la Loire
9932,Université de Lille,PASS,Province,Public,Hauts-de-France
9933,ERFPS CHU Rouen,IFSI,Province,Public,Normandie
9934,IFSI de Saverne,IFSI,Province,Public,Grand Est
9935,IFSI CH Millau,IFSI,Province,Public,Occitanie
9936,IFSI CH Montargis,IFSI,Province,Public,Centre-Val de Loire
9937,IFSI CHI Poissy St-Germain,IFSI,Ile-de-France,Public,Ile-de-France
9938,IFSI CH Intercommunal Meulan-Les Mureaux (CHimm),IFSI,Ile-de-France,Public,Ile-de-France
9939,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
9940,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
9941,IFMES,EFTS,Outre-mer / Etranger,Privé,Martinique
9942,IFRASS,EFTS,Province,Privé,Occitanie
9943,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
9944,Lycée ORT,BTS,Province,Privé,Auvergne-Rhône-Alpes
9945,Université Côte d'Azur,Licence,Province,Public,Provence Alpes Côte d'Azur
9946,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
9947,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
9948,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
9949,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
9950,Ecole privée d'esthétique Françoise B-Groupe Silvya Terrade,BTS,Province,Privé,Nouvelle-Aquitaine
9951,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
9952,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
9953,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
9954,Université de Poitiers,Licence,Province,Public,Nouvelle-Aquitaine
9955,Université d'Orléans,Licence,Province,Public,Centre-Val de Loire
9956,Lycée professionnel des métiers,Autre formation,Province,Public,Bretagne
9957,Lycée Claude Daunot,Autre formation,Province,Privé,Grand Est
9958,Lycée Claude Daunot,Autre formation,Province,Privé,Grand Est
9959,Lycée général Gabriel Guist'Hau,Autre formation,Province,Public,Pays de la Loire
9960,Lycée polyvalent Fernand Renaudeau - Lycée des métiers de la mode,Autre formation,Province,Public,Pays de la Loire
9961,Lycée polyvalent Raphaël Elizé,Autre formation,Province,Public,Pays de la Loire
9962,Lycée Mézeray Gabriel,Autre formation,Province,Public,Normandie
9963,Lycée professionnel Amblard,Autre formation,Province,Public,Auvergne-Rhône-Alpes
9964,"Université de Montpellier, Antenne de Perpignan",Licence,Province,Public,Occitanie
9965,Facultés libres de l'ouest - UCO - Laval,Licence,Province,Privé,Pays de la Loire
9966,Lycée Campus de Coulommiers,Autre formation,Ile-de-France,Public,Ile-de-France
9967,IRTS HDF - Site Grand Littoral,EFTS,Province,Privé,Hauts-de-France
9968,IFEN,EFTS,Province,Privé,Normandie
9969,Lycée THEOPHILE LEGRAND,Autre formation,Province,Privé,Hauts-de-France
9970,CESI Ecole d'ingénieurs - Pau,Ecole d'Ingénieur,Province,Privé,Nouvelle-Aquitaine
9971,CESI Ecole d'ingénieurs - Orléans,Ecole d'Ingénieur,Province,Privé,Centre-Val de Loire
9972,IFSI CHU de Toulouse,IFSI,Province,Public,Occitanie
9973,I.F.S.I. du centre hospitalier du sud Seine-et-Marne (Fontainebleau),IFSI,Ile-de-France,Public,Ile-de-France
9974,IFSI CROIX ROUGE FRANCAISE LE MANS,IFSI,Province,Privé,Pays de la Loire
9975,Sup'Biotech Paris,Ecole d'Ingénieur,Ile-de-France,Privé,Ile-de-France
9976,Lycée professionnel Etienne Dolet,Autre formation,Ile-de-France,Public,Ile-de-France
9977,Lycée Hotellerie Et Tourisme d'Occitanie,Autre formation,Province,Public,Occitanie
9978,Lycée Joseph Gallieni,Autre formation,Province,Public,Occitanie
9979,Lycée polyvalent Saint Jacques de Compostelle,Autre formation,Province,Privé,Auvergne-Rhône-Alpes
9980,Lycée du Diadème - Te tara o mai'ao,BTS,Outre-mer / Etranger,Public,Polynésie française
9981,Université Paris Dauphine - Campus de Francfort,Autre formation,Outre-mer / Etranger,Public,Etranger
9982,Sciences Po Strasbourg - Institut d'études politiques,Autre formation,Province,Public,Grand Est
9983,Sciences Po Toulouse - Institut d'études politiques,Autre formation,Province,Public,Occitanie
9986,IESEG School of Management - Paris La Défense,Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
9987,IESEG School of Management - Lille,Ecole de Commerce,Province,Privé,Hauts-de-France
9988,IFE POITIERS,Autre formation,Province,Public,Nouvelle-Aquitaine
9989,Ecole des métiers de l'accompagnement de la personne,Autre formation,Outre-mer / Etranger,Privé,La Réunion
9990,IPAG Business School - Campus de Paris,Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
9991,PSB Paris School of Business,Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
9992,KEDGE BUSINESS SCHOOL - Site de Bayonne,Ecole de Commerce,Province,Privé,Nouvelle-Aquitaine
9993,Université de Bordeaux - Bordeaux Métropole,Licence,Province,Public,Nouvelle-Aquitaine
9994,Université de Bretagne Sud - Site de Vannes,Licence,Province,Public,Bretagne
9995,Unité de formation et de recherche des sciences médicales - Rangueil - Université Toulouse 3,Autre formation,Province,Public,Occitanie
9996,Université de Rouen Normandie - Campus Mont-Saint-Aignan,Licence,Province,Public,Normandie
9997,Université de La Réunion - Saint Denis,Licence,Outre-mer / Etranger,Public,La Réunion
9998,Université Lumière-Lyon 2,Licence,Province,Public,Auvergne-Rhône-Alpes
9999,CRESPA -SCIENCES U,BTS,Province,Privé,Auvergne-Rhône-Alpes
10000,"Centre de Ressources, d'Expertise et de Performance Sportive PACA - site de Boulouris (CREPS)",Autre formation,Province,Public,Provence Alpes Côte d'Azur
10001,Université de Rouen Normandie - Campus Mont-Saint-Aignan,Licence_Las,Province,Public,Normandie
10002,Université des Antilles - Pôle Martinique,Licence_Las,Outre-mer / Etranger,Public,Martinique
10003,Université du Mans,Licence_Las,Province,Public,Pays de la Loire
10004,Université Angers,Licence_Las,Province,Public,Pays de la Loire
10005,Université Savoie Mont Blanc - Bourget-du-Lac,Licence_Las,Province,Public,Auvergne-Rhône-Alpes
10006,Université de Limoges,PASS,Province,Public,Nouvelle-Aquitaine
10007,Université de Reims Champagne-Ardenne,Licence_Las,Province,Public,Grand Est
10008,Université Côte d'Azur,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
10009,Université Clermont Auvergne,Licence_Las,Province,Public,Auvergne-Rhône-Alpes
10010,Facultés libres de l'ouest UCO - Angers,Licence,Province,Privé,Pays de la Loire
10012,Université de Caen Normandie,Licence_Las,Province,Public,Normandie
10013,Université d'Orléans,Licence_Las,Province,Public,Centre-Val de Loire
10014,Université de Bordeaux - Antenne de Périgueux,Licence,Province,Public,Nouvelle-Aquitaine
10015,Université du littoral - Site de Calais,Licence_Las,Province,Public,Hauts-de-France
10016,Université de Perpignan - Antenne de Narbonne,Licence_Las,Province,Public,Occitanie
10017,Lycée Georges Colomb,BTS,Province,Public,Bourgogne-Franche-Comté
10018,Institut Régional du Travail Social de Perpignan,EFTS,Province,Privé,Occitanie
10019,Sorbonne Université - Sciences et Ingénierie,Licence_Las,Ile-de-France,Public,Ile-de-France
10020,Institut Catholique de Lyon,Licence,Province,Privé,Auvergne-Rhône-Alpes
10021,Université Paris 8,Licence,Ile-de-France,Public,Ile-de-France
10022,ESSEC Business School - Campus de Singapour,Ecole de Commerce,Outre-mer / Etranger,Privé,Etranger
10023,Ecole Universitaire de premier cycle - Campus d'Orsay Université de Paris-Saclay (Orsay),Licence_Las,Ile-de-France,Public,Ile-de-France
10024,Université de Rouen Normandie - Campus PASS Le Havre,PASS,Province,Public,Normandie
10025,Université Côte d'Azur,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
10026,Université de Paris-Saclay - Campus de Versailles,Licence,Ile-de-France,Public,Ile-de-France
10027,IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Lisieux,DUT,Province,Public,Normandie
10028,Lycée Jean Monnet - Mermoz,BTS,Province,Public,Auvergne-Rhône-Alpes
10029,MFR Education Orientation des Charentes,BTS,Province,Privé,Nouvelle-Aquitaine
10030,I.U.T. Angoulême,DUT,Province,Public,Nouvelle-Aquitaine
10031,Lycée Leonce Vieljeux,BTS,Province,Public,Nouvelle-Aquitaine
10032,Lycée Jacques Coeur,BTS,Province,Public,Centre-Val de Loire
10033,Lycée Jean Moulin,BTS,Province,Public,Centre-Val de Loire
10034,Lycée St Jean Baptiste De La Salle,BTS,Province,Privé,Centre-Val de Loire
10035,Lycée Georges Cabanis,CPGE,Province,Public,Nouvelle-Aquitaine
10036,Lycée Gustave Eiffel,BTS,Province,Public,Bourgogne-Franche-Comté
10037,Lycée Felix Le Dantec,BTS,Province,Public,Bretagne
10038,Lycée/Pôle supérieur Saint BRIEUC,BTS,Province,Privé,Bretagne
10039,Lycée Sacre Coeur,BTS,Province,Privé,Bretagne
10040,Lycée Eugène JAMOT,BTS,Province,Public,Nouvelle-Aquitaine
10041,I.U.T de Bordeaux - Site de Périgueux,DUT,Province,Public,Nouvelle-Aquitaine
10042,Lycée polyvalent Germaine Tillion,BTS,Province,Public,Bourgogne-Franche-Comté
10043,Lycée Saint Paul,BTS,Province,Privé,Bourgogne-Franche-Comté
10044,Institution Notre-Dame Saint-Jean - LYCEE,BTS,Province,Privé,Bourgogne-Franche-Comté
10045,Université de Franche-Comté - Site de Besançon,Licence,Province,Public,Bourgogne-Franche-Comté
10046,Lycée Du Dauphine,BTS,Province,Public,Auvergne-Rhône-Alpes
10047,Lycée CAMILLE VERNET,CPGE,Province,Public,Auvergne-Rhône-Alpes
10048,Lycée Montplaisir,BTS,Province,Privé,Auvergne-Rhône-Alpes
10049,Lycée La Croix Rouge,Autre formation,Province,Privé,Bretagne
10050,Lycée agricole De L'Aulne,BTS,Province,Public,Bretagne
10051,Lycée Jean-Baptiste Dumas,BTS,Province,Public,Occitanie
10052,Lycée Dhuoda,BTS,Province,Public,Occitanie
10053,Lycée Dhuoda,BTS,Province,Public,Occitanie
10054,Lycée Hemingway - De La Camargue,Autre formation,Province,Public,Occitanie
10055,Lycée St Vincent De Paul,BTS,Province,Privé,Occitanie
10056,Lycée Albert EINSTEIN,BTS,Province,Public,Occitanie
10057,Lycée Jacques Prévert,BTS,Province,Public,Occitanie
10058,Lycée Pierre De Fermat,CPGE,Province,Public,Occitanie
10059,Lycée Pierre De Fermat,CPGE,Province,Public,Occitanie
10060,Lycée Hotellerie Et Tourisme d'Occitanie,BTS,Province,Public,Occitanie
10061,Lycée Ozenne,BTS,Province,Public,Occitanie
10062,Lycée Ozenne,BTS,Province,Public,Occitanie
10063,Lycée Issec Pigier,BTS,Province,Privé,Occitanie
10064,Lycée Rive Gauche,BTS,Province,Public,Occitanie
10065,Université Toulouse 2 Jean Jaurès,Licence,Province,Public,Occitanie
10066,Université Toulouse 2 Jean Jaurès,Licence,Province,Public,Occitanie
10067,Université Toulouse 3 Paul Sabatier,Licence,Province,Public,Occitanie
10068,Lycée Des Arènes,BTS,Province,Public,Occitanie
10069,I.U.T de Toulouse - Antenne d'Auch,DUT,Province,Public,Occitanie
10070,I.U.T de Bordeaux - Site Bordeaux - Gradignan,DUT,Province,Public,Nouvelle-Aquitaine
10071,Université de Bordeaux - Bordeaux Métropole,Autre formation,Province,Public,Nouvelle-Aquitaine
10072,Université Bordeaux Montaigne,Licence,Province,Public,Nouvelle-Aquitaine
10073,Université Bordeaux Montaigne,Licence,Province,Public,Nouvelle-Aquitaine
10074,Université Bordeaux Montaigne,Licence,Province,Public,Nouvelle-Aquitaine
10075,MAISON FAMILIALE RURALE,BTS,Province,Privé,Nouvelle-Aquitaine
10076,Facultés libres de l'ouest - UCO - Laval,Licence,Province,Privé,Pays de la Loire
10077,Aix-Marseille Université - Site de Marseille Luminy,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
10078,Aix Marseille Université - Site d'Aix-en-Provence,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
10079,Université d'Amiens,Licence_Las,Province,Public,Hauts-de-France
10080,CY TECH - Université de Cergy-Pontoise,Ecole d'Ingénieur,Ile-de-France,Public,Ile-de-France
10081,Ecole Spéciale d'Architecture,Autre formation,Ile-de-France,Privé,Ile-de-France
10082,Lycée professionnel Notre Dame,Autre formation,Province,Privé,Auvergne-Rhône-Alpes
10083,LGT Réaumur,BTS,Province,Public,Pays de la Loire
10084,Lycée Pierre De Coubertin,BTS,Province,Privé,Grand Est
10085,Lycée Notre Dame De La Paix,BTS,Province,Privé,Bretagne
10086,Lycée Louis Vincent,BTS,Province,Public,Grand Est
10087,Lycée Mangin,BTS,Province,Public,Grand Est
10088,Lycée Monge,BTS,Province,Public,Auvergne-Rhône-Alpes
10089,Lycée des Glieres,BTS,Province,Public,Auvergne-Rhône-Alpes
10090,ENILV,BTS,Province,Public,Auvergne-Rhône-Alpes
10091,Lycée Charlemagne,CPGE,Ile-de-France,Public,Ile-de-France
10092,Université de Paris,Licence,Ile-de-France,Public,Ile-de-France
10093,INALCO,Licence,Ile-de-France,Public,Ile-de-France
10094,ENSAM - campus d'Angers,Ecole d'Ingénieur,Province,Public,Pays de la Loire
10095,Lycée Leonard De Vinci,BTS,Province,Public,Hauts-de-France
10096,Lycée PIERRE-GILLES DE GENNES,BTS,Province,Public,Provence Alpes Côte d'Azur
10097,Lycée Masséna,CPGE,Province,Public,Provence Alpes Côte d'Azur
10098,I.U.T Nice-Côte d'Azur,DUT,Province,Public,Provence Alpes Côte d'Azur
10099,I.U.T Nice-Côte d'Azur,DUT,Province,Public,Provence Alpes Côte d'Azur
10100,I.U.T de Nice - Antenne de Valbonne,DUT,Province,Public,Provence Alpes Côte d'Azur
10101,Université de Caen Normandie,Licence,Province,Public,Normandie
10102,Lycée Notre Dame De Fidélité,BTS,Province,Privé,Normandie
10103,Lycée St Louis,BTS,Province,Public,Nouvelle-Aquitaine
10104,Lycée Louis Feuillade,BTS,Province,Public,Occitanie
10105,Lycée Notre Dame De La Merci,CPGE,Province,Privé,Occitanie
10106,Lycée Blaise Pascal,BTS,Province,Public,Centre-Val de Loire
10107,Lycée Descartes,CPGE,Province,Public,Centre-Val de Loire
10108,Lycée PHILIPPINE DUCHESNE ITEC BOISFLEURY,CPGE,Province,Privé,Auvergne-Rhône-Alpes
10109,Lycée Honore D'Urfe,BTS,Province,Public,Auvergne-Rhône-Alpes
10110,Lycée polyvalent Saint Jacques de Compostelle,BTS,Province,Privé,Auvergne-Rhône-Alpes
10111,LGT Livet,BTS,Province,Public,Pays de la Loire
10112,Lycée Saint-Paul Bourdon Blanc,BTS,Province,Privé,Centre-Val de Loire
10113,Lycée général et technologique Joachim Du Bellay,CPGE,Province,Public,Pays de la Loire
10114,Lycée Polyvalent Chevrollier,BTS,Province,Public,Pays de la Loire
10115,Lycée polyvalent Sadi Carnot - Jean Bertin,BTS,Province,Public,Pays de la Loire
10116,Lycée Polyvalent Blaise Pascal,BTS,Province,Public,Pays de la Loire
10117,LPO SAINT AUBIN LA SALLE,BTS,Province,Privé,Pays de la Loire
10118,Université Angers,Licence,Province,Public,Pays de la Loire
10119,Institut Universitaire de Technologie de Reims,DUT,Province,Public,Grand Est
10120,lycée Georges BRIERE,BTS,Province,Public,Grand Est
10121,Lycée Arthur Varoquaux,BTS,Province,Public,Grand Est
10122,Lycée Jean-Baptiste Colbert,BTS,Province,Public,Bretagne
10123,Lycée Alain René Lesage,CPGE,Province,Public,Bretagne
